Approved Symbol	Entrez Gene ID
ANP32A-IT1	80035
C17orf72	92340
MEAF6	64769
CHMP6	79643
GORAB	92344
ZKSCAN2	342357
EFCAB1	79645
C12orf44	60673
ANKRD55	79722
FAM106A	80039
UBTD1	80019
PPCS	79717
PAAF1	80227
ANKRD53	79998
EFCC1	79825
TBC1D15	64786
CARS2	79587
GSDMD	79792
TBC1D17	79735
FN3KRP	79672
CHD9	80205
ZSWIM4	65249
KCTD17	79734
WDR59	79726
C10orf120	399814
LRRIQ1	84125
RPS2P45	80052
CEBPA-AS1	80054
RUNDC2A~withdrawn	
PGAP1	80055
CCDC51	79714
MIIP	60672
SELRC1	65260
NT5DC2	64943
LPCAT1	79888
C12orf43	64897
GPATCH3	63906
IQCH	64799
AEN	64782
VASH2	79805
JMJD4	65094
WDR75	84128
LAS1L	81887
CEP76	79959
TTC23	64927
KBTBD12	166348
KLHL25	64410
GNL3LP1	80060
PTCD2	79810
VEPH1	79674
ZNF669	79862
NHEJ1	79840
CEP78	84131
ZNF649	65251
MAP7D3	79649
NKAIN1	79570
AKIRIN1	79647
ISG20L2	81875
TRMT2B	79979
TANGO6	79613
TRAPPC11	60684
ATAD5	79915
MAP6D1	79929
VPS37B	79720
METTL2A	339175
TOMM40L	84134
H2BFXP	767811
UTP15	84135
TTC31	64427
CCDC71	64925
AIDA	64853
MUL1	79594
SMG9	56006
RMI1	80010
CCDC14	64770
PRAMEF16	654348
S100PBP	64766
KRI1	65095
WDR54	84058
QTRTD1	79691
ARMCX5	64860
WDR76	79968
TCTN2	79867
ZNF702P	79986
RFX7	64864
MTHFSD	64779
C10orf68	79741
ARMC5	79798
MCMBP	79892
NAA25	80018
DCAF17	80067
REEP1	65055
CENPT	80152
C10orf76	79591
EFTUD1	79631
FASTKD5	60493
RPAP2	79871
USB1	79650
PHACTR4	65979
FAM204A	63877
CCDC15	80071
GUF1	60558
C5orf42	65250
DNAJC22	79962
TMEM254	80195
CNTD2	79935
GSTCD	79807
SLC7A6OS	84138
FAM161A	84140
HEXA-AS1	80072
ASMTL-AS1	80161
SRD5A3	79644
GVINP1	387751
CEP63	80254
EVA1A	84141
ZCCHC6	79670
BRD9	65980
COQ10B	80219
ZYG11B	79699
ZNF668	79759
C10orf88	80007
OGFOD2	79676
SYDE1	85360
TMEM168	64418
ZNF613	79898
TRAPPC13	80006
FAM175A	84142
DHRS12	79758
CCDC121	79635
CAAP1	79886
THSD4	79875
FAM65A	79567
GRHL3	57822
KDM8	79831
SYDE2	84144
HHIPL2	79802
ZNF750	79755
ZMAT4	79698
NAA40	79829
PYCRL	65263
UBE2Z	65264
C16orf58	64755
C16orf59	80178
RMND5A	64795
GINS3	64785
MORN1	79906
TTC30A	92104
NIPAL2	79815
SPG25	
METTL8	79828
NSUN7	79730
ZFAND1	79752
FAM110D	79927
C5orf23~withdrawn	
NOL10	79954
TMEM35	59353
CXorf36	79742
BIN3-IT1	80094
ZNF696	79943
C1orf115	79762
MFSD1	64747
NAA60	79903
CCNJL	79616
PRR5L	79899
ZNF606	80095
C10orf95	79946
DNAJB14	79982
ZNF703	80139
ZNF665	79788
MZT2B	80097
KLHL22	84861
CCDC142	84865
TMEM25	84866
CBR4	84869
AGBL4	84871
ZC3H10	84872
ZNF514	84874
PARP10	84875
ORAI1	84876
MFSD2A	84879
RPUSD4	84881
MAP7D2	256714
C1orf198	84886
AFAP1L2	84632
POMGNT2	84892
ATAD1	84896
TMTC4	84899
RNFT2	84900
NFATC2IP	84901
CEP89	84902
ARHGEF39	84904
FAM136A	84908
C8orf28~withdrawn	
TMEM87B	84910
FAM222A	84915
STRIP1	85369
FIZ1	84922
FAM104A	84923
ZNF566	84924
SPRYD3	84926
FIBCD1	84929
LINC01101	84931
C8orf76	84933
C12orf52	84934
MEDAG	84935
WDR73	84942
MAEL	84944
PRPF38A	84950
CGNL1	84952
ZNF844	284391
MICALCL	84953
MPND	84954
NSMCE4A	54780
C11orf71	54494
C17orf59	54785
TET2	54790
DDX60	55601
C9orf118	414312
MED18	54797
ARL15	54622
C1orf218~withdrawn	
KLHL24	54800
HAUS6	54801
ZNF586	54807
ZNF562	54811
AFTPH	54812
QPCTL	54814
ZNF280D	54816
ZCCHC10	54819
ZNF280C	55609
CCDC132	55610
GIN1	54826
NUP62CL	54830
FAM134B	54463
LRRC49	54839
ESRP1	54845
SIDT1	54847
ARHGEF38	54848
DEF8	54849
ANKRD49	54851
WDR55	54853
FAM83E	54854
GON4L	54856
GDPD2	54857
ELP6	54859
C18orf49~withdrawn	
RNF186	54546
MIEF1	54471
TRMT1	55621
TOR4A	54863
GPATCH4	54865
TMEM214	54867
TMEM104	54868
PIGG	54872
TTC27	55622
DCAF16	54876
TEX10	54881
CWC25	54883
AMBRA1	55626
RETSAT	54884
NSUN2	54888
ALKBH5	54890
INO80D	54891
MTMR10	54893
PQLC2	54896
CASZ1	54897
LRRC40	55631
LAX1	54900
TTC19	54902
KRBOX4	55634
SH3TC1	54436
SPDL1	54908
SYBU	55638
HEATR2	54919
DUS2	54920
RPL39P5	553117
LIME1	54923
IMPAD1	54928
TMEM161A	54929
LYAR	55646
TRMT10C	54931
EXD3	54932
KANSL2	54934
MARCH5	54708
SOHLH2	54937
COMMD4	54939
CXorf35~withdrawn	
PIGV	55650
LPCAT2	54947
PUS7	54517
SDHAF2	54949
SLC48A1	55652
COMMD8	54951
TMEM127	55654
C1orf109	54955
PARP16	54956
TXNL4B	54957
TMEM160	54958
ODAM	54959
GEMIN8	54960
C1orf56	54964
PIGX	54965
CXorf48	54967
INTS8	55656
ZNF692	55657
TMEM70	54968
C4orf27	54969
CPSF3L	54973
THG1L	54974
SLC25A38	54977
SLC35F6	54978
C2orf42	54980
NMRK1	54981
LAGE3	8270
C1orf123	54987
ACSM5	54988
ZNF770	54989
C1orf159	54991
OXSM	54995
MARC2	54996
TESC	54997
TUG1	55000
TTC22	55001
LAMTOR1	55004
MIR448	554212
TRMT61B	55006
SPG27	414886
HERC6	55008
C19orf24	55009
PARPBP	55010
PIH1D1	55011
CCDC109B	55013
MARCH1	55016
VSIG10	54621
DENND4C	55667
LINC00483	55018
TTC38	55020
PID1	55022
TMEM255A	55026
HEATR3	55027
NBPF1	55672
ZNHIT6	54680
CCDC40	55036
TRMT12	55039
C9orf63~withdrawn	
ARMCX6	54470
VPS37C	55048
C19orf60	55049
ARHGAP10	79658
ACSF2	80221
SH2D4A	63898
CCDC30	728621
C8orf33	65265
PLEKHH3	79990
C7orf63	79846
CLIP4	79745
FAM118B	79607
C4orf29	80167
C22orf29	79680
TCTN1	79600
EDC3	80153
EXO5	64789
SETD6	79918
HECTD3	79654
MAP9	79884
SIKE1	80143
RBFA	79863
TCEAL4	79921
PARP8	79668
SPATA20	64847
C12orf49	79794
RASAL3	64926
KIAA1840~withdrawn	
BTNL8	79908
CWH43	80157
ZNF552	79818
GAREM	64762
HMBOX1	79618
ZFP2	80108
C5orf28	64417
C9orf149~withdrawn	
C19orf44	84167
TMEM134	80194
PALB2	79728
C2orf43	60526
IFT46	56912
AGBL5	60509
CRTC3	64784
SOWAHC	65124
FASTKD1	79675
RPAP3	79657
ESRP2	80004
INTS3	65123
QSER1	79832
C2orf44	80304
ELMOD3	84173
CPED1	79974
THNSL1	79896
CORO7	79585
PYROXD1	79912
NAA16	79612
DEFB104B	503618
ZNF574	64763
TMEM135	65084
ARMC7	79637
CTC1	80169
C3orf36	80111
C17orf70	80233
OGFOD3	79701
SLC8B1	80024
REEP4	80346
MFSD7	84179
FHOD3	80206
ZNF672	79894
RMND5B	64777
COLGALT1	79709
MCTP1	79772
TUT1	64852
CCDC134	79879
TMEM53	79639
PQLC1	80148
MARC1	64757
MTMR14	64419
ZNF385D	79750
DENND2D	79961
CSPP1	79848
NUDT18	79873
IQCA1	79781
TMEM180	79847
C11orf80	79703
C2orf47	79568
KATNBL1	79768
OBFC1	79991
MRM1	79922
BAIAP2L2	80115
TTC13	79573
C17orf84~withdrawn	
NSUN3	63899
ZCCHC7	84186
ATHL1	80162
LINC00115	79854
SPCS3	60559
RERGL	79785
PLBD1	79887
C2orf54	79919
TMEM164	84187
FUZ	80199
PIF1	80119
OCEL1	79629
FAR1	84188
TEFM	79736
FAM124B	79843
DENND1C	79958
HES3	390992
DEFB108P3	504185
METTL25	84190
TM4SF20	79853
NABP1	64859
EFHC2	80258
MYO19	80179
FAM96A	84191
SH3D21	79729
CSAG3	389903
DCAKD	79877
CXorf56	63932
CXorf45~withdrawn	
TTLL7	79739
CEP97	79598
ZBBX	79740
MAP3K19	80122
WBP11P1	441818
WDR78	79819
ZMYM1	79830
C3orf52	79669
NDNF	79625
PDZD7	79955
C1orf54	79630
ZC3H12A	80149
TMEM156	80008
LRRC31	79782
TTI2	80185
FOXRED2	80020
NOL9	79707
MSANTD2	79684
POMK	84197
TMEM62	80021
PIEZO2	63895
LRRC8E	80131
ZNF768	79724
NARS2	79731
PODNL1	79883
CAMKMT	79823
TNFAIP8L2	79626
ISOC2	79763
ZNF671	79891
CCDC81	60494
CCDC82	79780
PLEKHS1	79949
ARSJ	79642
MROH9	80133
C11orf63	79864
BBS10	79738
ELOVL7	79993
SPEF2	79925
C22orf46	79640
CCDC102B	79839
AGBL2	79841
DEFT4P~withdrawn	
SH3RF2	153769
C4orf26	152816
TMEM51-AS1	200197
LONRF1	91694
ACPL2	92370
ZNF585A	199704
FAM91A1	157769
HEXDC	284004
CDHR3	222256
COMTD1	118881
KANSL1L	151050
SLFNL1	200172
B4GALNT4	338707
MYRFL	196446
IMMP1L	196294
C20orf196	149840
C1orf74	148304
SAMD8	142891
ASPRV1	151516
C2orf48	348738
ANKRD35	148741
C2orf50	130813
CRHR1-IT1	147081
NKX6-3	157848
MSTO2P	100129405
EFHB	151651
NXPE2	120406
ZNF385B	151126
SRFBP1	153443
LINC00905	148231
FAM81B	153643
PRSS54	221191
ZNF534	147658
SPOCD1	90853
BTBD16	118663
TEX37	200523
C4orf45	152940
LINC00615	439916
CCDC67	159989
C8orf48	157773
C16orf92	146378
EIF3CL	728689
SEPT12	124404
SPATA32	124783
ANKAR	150709
C11orf82	220042
ENTHD1	150350
RANBP3L	202151
UBXN10	127733
TTC23L	153657
CXorf58	254158
CCDC13	152206
PXDNL	137902
AMER2	219287
HEPACAM	220296
C18orf61~withdrawn	
ANKRD13B	124930
C12orf61	283416
FAM187B	148109
POU5F2	134187
MCMDC2	157777
ZNF645	158506
FMR1NB	158521
PRTG	283659
CCDC158	339965
C14orf177	283598
C6orf224~withdrawn	
TRIML2	205860
EFCAB3	146779
C10orf93~withdrawn	
DAW1	164781
IGSF10	285313
C14orf178	283579
PAQR4	124222
SLAIN1	122060
ARHGAP36	158763
WWC2-AS2	152641
TMEM182	130827
PTCHD1	139411
C20orf166-AS1	253868
TTC9B	148014
LYPD5	284348
AIFM3	150209
AQP4-AS1	147429
HENMT1	113802
MARVELD2	153562
RFTN2	130132
LINC01105	150622
NADK2	133686
SCLT1	132320
LSM12	124801
ZNF599	148103
TMEM74	157753
LINC00889	158696
HDX	139324
FAM124A	220108
ZNF570	148268
SLC16A14	151473
TMEM155	132332
ZNF573	126231
ZNF582	147948
ZNF558	148156
SNX32	254122
GCOM1	145781
TTC30B	150737
ZNF583	147949
C1orf86	199990
DDX60L	91351
IKBIP	121457
FCRLB	127943
ZNF547	284306
ZMAT2	153527
C3orf33	285315
FOPNL	123811
C9orf66	157983
TSNARE1	203062
TMEM52B	120939
SLC47A2	146802
FAAH2	158584
SLC6A18	348932
NUDT16	131870
FERP1	553112
UROC1	131669
KCTD18	130535
C18orf15	147276
ZNF578	147660
MANEAL	149175
CLHC1	130162
TRMT10B	158234
LINC00052	145978
C12orf55	144535
ZNF681	148213
ENTHD2	146705
CES5A	221223
JAKMIP1	152789
ZDHHC8P1	150244
PLCXD2	257068
SPATA33	124045
RASEF	158158
YTHDF3	253943
FAM218A	152756
CHCHD4	131474
VSTM4	196740
ZNF553~withdrawn	
CCDC43	124808
C7orf60	154743
TMEM56	148534
CCDC122	160857
ZNF778	197320
C17orf77	146723
SLFN13	146857
GLT1D1	144423
ZNF560	147741
WDR65	149465
CNST	163882
VWCE	220001
KNCN	148930
TMEM154	201799
SATB2-AS1	150538
AMZ2P1	201283
C1orf188~withdrawn	
TCEANC2	127428
ERP27	121506
ZNF785	146540
ZNF513	130557
C1orf215~withdrawn	
ERVV-1	147664
SSTR5-AS1	146336
AGBL1	123624
PUS10	150962
PPM1M	132160
DUOXA1	90527
CWF19L2	143884
FAM109A	144717
TMEM68	137695
HSPB6	126393
BROX	148362
NSMCE2	286053
CCDC140	151278
COQ10A	93058
CYB5D1	124637
C12orf66	144577
PM20D1	148811
LINC00896	150197
CCDC155	147872
LOXHD1	125336
HARBI1	283254
FAM194B	220081
LOH12CR2	503693
C16orf46	123775
AK8	158067
HGSNAT	138050
CCDC42	146849
CCDC11	220136
CCDC138	165055
DNHD1	144132
CCDC7	221016
FER1L6-AS2	157376
C9orf84	158401
TTC16	158248
RIBC1	158787
VWA5B1	127731
DCST1	149095
FAM71A	149647
MPP7	143098
FAM227B	196951
ARHGAP42	143872
CCDC27	148870
DFNY1	
C17orf66	256957
C15orf32	145858
NBPF4	148545
DZIP1L	199221
CCDC33	80125
C3orf30	152405
TEKT5	146279
TSGA10IP	254187
LRRC71	149499
LINC00477	144360
HYLS1	219844
ZFYVE27	118813
CCDC114	93233
ZNF548	147694
DCST2	127579
C10orf90	118611
AXDND1	126859
GTSF1	121355
RMDN2	151393
WDR64	128025
LYSMD4	145748
TMEM71	137835
ZNF597	146434
CCDC17	149483
PRIMPOL	201973
KY	339855
TMEM92	162461
UNC80	285175
MUM1L1	139221
CXXC11	285093
LINC00269	100996279
WDR49	151790
GAPT	202309
C3orf53~withdrawn	
PRRT3	285368
C20orf203	284805
LY86-AS1	285780
DOK7	285489
TTC39C	125488
LINC00277	283673
KLHL35	283212
C12orf36	283422
CCDC117	150275
WDR81	124997
C20orf197	284756
EP400NL	347918
DEFT6P~withdrawn	
ARHGEF19	128272
WDR45BP1	446205
METTL15	196074
SLC35G1	159371
HECTD4	283450
RNF165-IT1~withdrawn	
ANKRD52	283373
PDDC1	347862
MLKL	197259
NUDT17	200035
CRIPAK	285464
SPAG17	200162
TMEM17	200728
C1orf172	126695
UGT3A1	133688
LINC00324	284029
ZNF554	115196
C5orf17	439936
C18orf58~withdrawn	
ZNF549	256051
SLFN11	91607
KLHL34	257240
DENND6A	201627
ZBTB38	253461
SWSAP1	126074
XXYLT1	152002
ENDOV	284131
SSC5D	284297
C9orf94~withdrawn	
SDE2	163859
LINC00955	285492
HLA-F-AS1	285830
ZNF579	163033
C1orf180	439927
BBS12	166379
C16orf54	283897
C11orf47~withdrawn	
FER1L6-AS1	439941
TRMT44	152992
C1orf65	164127
MARCH10	162333
MFSD6L	162387
DCAF4L2	138009
POC5	134359
FAM47B	170062
GOLGA8I	283796
RNF168	165918
MORC2-AS1	150291
CNBD1	168975
TTLL6	284076
C12orf50	160419
EML3	256364
FNDC7	163479
CCDC63	160762
C17orf104	284071
SPATA31E1	286234
ZSCAN29	146050
COL6A5	256076
CCDC79	283847
CCDC147	159686
L3MBTL4	91133
MIER3	166968
MYOM3	127294
RUSC1-AS1	284618
PNMA6B	728513
IFLTD1	160492
WDR96	80217
CCDC71L	168455
RIIAD1	284485
ZNF610	162963
CCDC116	164592
MAMSTR	284358
CEP120	153241
MRGPRG-AS1	283303
TTLL10	254173
GOLGA6L2	283685
WDSUB1	151525
TRIML1	339976
OOSP2	219990
NHLRC4	283948
SYNE4	163183
CCDC144B	284047
CLEC9A	283420
NKAPP1	158801
KRT40	125115
CHDC2	286464
SCAI	286205
ENTPD3-AS1	285266
C19orf25	148223
LINC00304	283860
AFAP1L1	134265
PROX2	283571
SREK1IP1	285672
FAM131C	348487
C9orf163	158055
LRRC57	255252
ZNF660	285349
PATL1	219988
TMEM102	284114
C19orf47	126526
ANKS6	203286
KIAA1456	57604
ZNF565	147929
FAM132B	151176
SRRM3	222183
C1orf127	148345
C8orf31	286122
KIF19	124602
HECTD2	143279
LINC00282	283521
DNHL1~withdrawn	
FBLN7	129804
CES4A	283848
NAT8L	339983
C5orf64	285668
ZNF781	163115
C5orf24	134553
FAM133A	286499
RPL34-AS1	285456
IGSF22	283284
ANKRD42	338699
TYW5	129450
THEM5	284486
LCLAT1	253558
CCDC88B	283234
ZNF572	137209
CNEP1R1	255919
SAP30L-AS1	386627
CCDC89	220388
C15orf27	123591
PRAMEF15	653619
ZNF776	284309
ANKFN1	162282
GPATCH11	253635
LINC01106	151009
AMER3	205147
FAM98B	283742
DFNB57	
TMEM192	201931
PAPD4	167153
ALDH1L2	160428
GAGE12B	
DAND5	199699
LSMEM2	132228
C15orf26	161502
RNF185	91445
C12orf65	91574
HNF1A-AS1	283460
ZFP41	286128
MAB21L3	126868
LACC1	144811
WDR72	256764
KLHDC7A	127707
TMEM105	284186
ANKS4B	257629
EID2B	126272
ARL14EP	120534
C2orf69	205327
C1orf216	127703
COX18	285521
CNIH3	149111
CYB561D1	284613
C11orf44	283171
DYNAP	284254
RPTN	126638
EGFLAM	133584
RNF152	220441
ANKLE1	126549
C4orf32	132720
RILPL1	353116
LINC00482	284185
HMGN2P46	283651
SPTY2D1	144108
CYP4F22	126410
CCDC141	285025
KIF9-AS1	285352
C8orf47	203111
YIPF7	285525
MPV17L	255027
NKAIN3	286183
LINC00921	283876
C17orf78	284099
TAPT1-AS1	202020
CCDC150	284992
FAM169B	283777
SLC38A11	151258
AMER1	139285
TIGIT	201633
RGS21	431704
ODF3L2	284451
CCDC37	348807
CCDC38	120935
C17orf47	284083
PPM1N	147699
C12orf40	283461
CNTD1	124817
SLC35G3	146861
C2orf61	285051
CCDC168	643677
ANKRD31	256006
C1orf177	163747
KIRREL3-AS3	283165
SIGLECL1	284369
MROH2B	133558
TBC1D28	254272
RBMXL3	139804
C2orf73	129852
HSF5	124535
LINC00469	283982
EFCAB13	124989
LINC00303	284573
CCDC105	126402
DNHD2~withdrawn	
CCNYL1	151195
SLC25A3P1	163742
STK33P1	553118
DNAHL1~withdrawn	
KRT18P55	284085
LINC00528	200298
PARP15	165631
CKAP2L	150468
FAM115C	285966
PLD5	200150
GEN1	348654
TCTEX1D1	200132
FAM216B	144809
LINC-PINT	378805
RNF19B	127544
TAPT1	202018
FAM43A	131583
ZNF718	255403
TMEM86A	144110
GGT6	124975
APCDD1L	164284
TPRN	286262
ZNF791	163049
RGMB	285704
ZNF680	340252
LINC00272	388719
TMTC3	160418
CCDC96	257236
OTOGL	283310
RELL2	285613
INO80E	283899
PRSS36	146547
SLC38A9	153129
HTRA4	203100
ZNF619	285267
ZCCHC24	219654
TMEM145	284339
SPC24	147841
PUSL1	126789
C11orf72	100505621
N4BP2L2	10443
SMAGP	57228
DUS3L	56931
PARP6	56965
ERCC6L2	375748
NCLN	56926
WDR93	56964
ABHD17C	58489
JAGN1	84522
FOXRED1	55572
CDV3	55573
C15orf41	84529
GSTTP1	25774
C22orf31	25770
TMA7	51372
C9orf114	51490
NOP16	51491
RTCB	51493
CTDSPL2	51496
TRIAP1	51499
C11orf73	51501
CWC15	51503
TRMT112	51504
UFC1	51506
CHMP5	51510
CXXC5	51523
TMEM138	51524
MTFP1	51537
C7orf55	154791
HYI	81888
IZUMO4	113177
TDRP	157695
OPN1MW2	728458
KIAA1109	84162
FAM63B	54629
ZBTB47	92999
INO80	54617
GPCPD1	56261
MROH1	727957
KIAA1875	340390
WDR90	197335
RNF169	254225
PTPMT1	114971
C12orf56	115749
LRRC58	116064
LYSMD3	116068
COX20	116228
ABHD15	116236
C10orf71	118461
PDZD8	118987
ANAPC16	119504
CPXM2	119587
COLCA2	120376
DNAJC24	120526
FAM186A	121006
LINC00284	121838
HIGD2B	123346
GLC1J	
ZNF720	124411
METTL23	124512
KRBA2	124751
C17orf64	124773
TMEM132E	124842
SPNS2	124976
ZSWIM7	125150
INO80C	125476
ZNF816	125893
CCDC159	126075
ZNF787	126208
WDR88	126248
MISP	126353
PLK5	126520
LINC00661	126536
CCDC163P	126661
SHE	126669
LRRC38	126755
IFFO2	126917
TPRG1L	127262
LINC00628	127841
PIFO	128344
TATDN3	128387
TBC1D3B	414059
C22orf39	128977
TRABD2A	129293
LYG1	129530
CMPK2	129607
FAM168B	130074
C2orf76	130355
LYPD6B	130576
OR2G6	391211
FBXO36	130888
ZPLD1	131368
COL6A6	131873
RPL32P3	132241
C4orf33	132321
C5orf47	133491
C5orf49	134121
FAM173B	134145
DNAJC21	134218
TMEM171	134285
ZNF300P1	134466
SOWAHA	134548
SVOPL	136306
UBXN2B	137886
RALYL	138046
C9orf57	138240
LCN8	138307
PTRH1	138428
SPIN4	139886
LDLRAD3	143458
PLEKHA7	144100
BCDIN3D	144233
FAM101A	144347
LYRM5	144363
SOCS2-AS1	144481
CCDC41-AS1	144486
KRT80	144501
A2M-AS1	144571
LINC00934	144742
LINC00355	144766
HNRNPA1L2	144983
LINC00637	145216
GATM-AS1	145663
PGPEP1L	145814
LINC00924	145820
C16orf52	730094
VWA3A	146177
RLTPR	146206
SLC22A31	146429
RBFOX3	146713
PIK3R6	146850
KIF18B	146909
LINC00974	147093
NOTUM	147111
ANKRD29	147463
VSIG10L	147645
SPACA6P	147650
SMIM17	147670
ILF3-AS1	147727
FAM98C	147965
DPY19L3	147991
LINC00906	148145
LINC00662	148189
ZNF714	148206
SHISA4	149345
C1orf84~withdrawn	
BTBD19	149478
RNF187	149603
APCDD1L-AS1	149773
LINC00654	149837
YDJC	150223
C22orf42	150297
FAM109B	150368
GTSE1-AS1	150384
LINC01102	150568
GPAT2	150763
GAREML	150946
LINC00608	151300
LINC00635	151658
NUDT16P1	152195
ZNF827	152485
NIPAL1	152519
ZNF595	152687
LINC01085	152742
SPINK13	153218
JAKMIP2-AS1	153469
LINC00689	154822
TMEM213	155006
ZNF783	100289678
RBM33	155435
LINC00964	157381
ANKRD46	157567
ESCO2	157570
LINC00599	157627
C8orf37	157657
FAM87A	157693
ERICH1	157697
FAM201A	158228
LINC00961	158376
ATP8B5P	158381
USP27X-AS1	158572
RPIAP1	619449
H2BFWT	158983
C10orf64~withdrawn	
TMEM30B	161291
SCA28~withdrawn	
GOLGA6L4	643707
ITPRIPL2	162073
FAM134C	162427
ZNF846	162993
KANK4	163782
UBXN2A	165324
UGT3A2	167127
ZNF800	168850
ZNF596	169270
IDO2	169355
OLFML2A	169611
ZNF883	169834
SPIN3	169981
ZCCHC12	170261
C10orf128	170371
C10orf91	170393
LINC00858	170425
ANTXRL	195977
MPZL3	196264
DNHD1L~withdrawn	
AMN1	196394
C12orf77	196415
PLBD2	196463
C14orf183	196913
CT62	196993
GRAMD2	196996
ACSF3	197322
EME2	197342
CASP16	197350
C19orf59	199675
ADM5	199800
LINC00466	199899
C1orf168	199920
TMEM61	199964
CDCP2	200008
CXorf30	645090
NBPF24	728912
CRTC2	200186
IBA57	200205
LINC00656	200261
DHFRL1	200895
FLCN	201163
SH3D20~withdrawn	
SAMD14	201191
LYRM9	201229
C17orf74	201243
TRIM65	201292
DLGAP1-AS3	201477
ZNF584	201514
LINC00870	201617
C4orf46	201725
SMIM14	201895
SPATA24	202051
FAM153B	202134
PAXIP1-AS1	202781
R3HCC1	203069
CXorf24	203414
DDX26B	203522
CXorf28	100129464
ANO5	203859
PDILT	204474
LINC00116	205251
TMEM254-AS1	219347
PROSER2-AS1	219731
TMEM218	219854
TPTE2P3	220115
OTUD1	220213
WAC-AS1	220906
TMEM72-AS1	220980
N6AMT2	221143
SMIM13	221710
RSPH10B	222967
CCDC129	223075
HEPACAM2	253012
TECRL	253017
HCG27	253018
PSMD5-AS1	253039
ZNF503-AS1	253264
SLC25A30	253512
FAM58BP	339521
MSRB3	253827
CACNA1G-AS1	253962
RELL1	768211
ASPHD1	253982
SSSCA1-AS1	254100
NIFK-AS1	254128
LINC00710	254312
ZDHHC24	254359
LINC00925	254559
TMCO4	255104
LINC01018	255167
PLA2G4F	255189
CT47A11	255313
NUP210P1	255330
RASGEF1C	255426
TBX5-AS1	255480
TOLLIP-AS1	255512
NPNT	255743
PRR24	255783
SMCO1	255798
SDHAP2	727956
C12orf79	256021
SYCE2	256126
CXorf23	256643
ARHGAP30	257106
C2orf72	257407
C10orf53	282966
LINC00700	282980
RBM20	282996
PDCD4-AS1	282997
LINC00841	283033
ZMIZ1-AS1	283050
LINC00837	100507605
WDR11-AS1	283089
SBF2-AS1	283104
C11orf85	283129
SLC25A45	283130
LINC00900	283143
TBC1D3P1	400609
CCDC153	283152
MIR4697HG	283174
KCTD21	283219
TMEM80	283232
RCOR2	283248
LINC00294	283267
C1RL-AS1	283314
ZNF740	283337
SPRYD4	283377
TRHDE-AS1	283392
C12orf80	283403
LINC00592	283404
GAS2L3	283431
LINC00485	283432
GXYLT1	283464
LINC00346	283487
SLC46A3	283537
LINC00639	283547
C14orf182	283551
KLHL23	151230
SNHG10	283596
LINC00641	283624
LINC00926	283663
C15orf37	283687
LINC00927	283688
NTRK3-AS1	283738
LINC00928	283761
FBXL22	283807
OR8U8	
EXOC3L1	283849
LINC00922	283867
ERVK13-1	100507321
LINC00514	283875
IL21R-AS1	283888
FBXL19-AS1	283932
C16orf91	283951
PDXDC2P	283970
LINC00685	283981
TSEN54	283989
LINC00868	283994
TMEM235	283999
CCDC57	284001
C17orf58	284018
MILR1	284021
CISD3	284106
KRT42P	284116
METRNL	284207
DLGAP1-AS5	284215
FAM38B2~withdrawn	
SIGLEC15	284266
SMIM21	284274
LINC00908	284276
ZNF780A	284323
ZNF575	284346
PPP1R37	284352
EMC10	284361
RPL22L1	200916
ZNF841	284371
C19orf82	284385
ZNF763	284390
SCGB2B2	284402
ZNF790-AS1	284408
NWD1	284434
FRRS1	391059
FAM41C	284593
FAM102B	284611
SYPL2	284612
ANKRD34A	284615
MIR449A	554213
C1orf204	284677
C1orf111	284680
HNRNPU-AS1	284702
CPLX3	594855
SLC25A34	284723
LINC00176	284739
LINC00494	284749
NT5DC4	284958
FAM150B	285016
IAH1	285148
TUSC7	285194
LINC00636	285205
LINC00877	285286
LINC00692	285326
CCDC66	285331
ZNF852	285346
DPH3	285381
LINC00698	285401
LINC01091	285419
DCAF4L1	285429
F11-AS1	285441
RNF212	285498
LINC01098	285501
GPRIN3	285513
RNF175	285533
SEPSECS-AS1	285540
LINC01097	285547
LINC01096	285548
FAM200B	285550
LINC01019	285577
C5orf51	285636
RNF180	285671
C5orf60	285679
PACRG-AS1	285796
HCG22	285834
TBC1D3P2	440452
CNPY1	285888
LINC00174	285908
SNHG15	285958
EPHA1-AS1	285965
LINC00996	285972
ZNF789	285989
XKR6	286046
MROH6	642475
ZNF707	286075
MICU3	286097
ZNF252P-AS1	286103
FAM183CP	286135
TRIQK	286144
DPY19L4	286148
C9orf117	286207
SOHLH1	402381
SPATA31C1	441452
C9orf142	286257
FAM225A	286333
LINC00476	100128782
LINC00484	100129347
CXXC1P1	392459
LINC00632	286411
H2BFM	286436
ANKRD30BP3	338579
LINC00705	338588
KRTAP5-AS1	338651
ANKRD13D	338692
CSTF3-AS1	338739
LINC00936	338758
TMEM119	338773
C12orf74	338809
LINC00347	338864
WHAMMP3	339005
TMEM95	339168
C17orf67	339210
OXLD1	339229
ARL16	339231
C17orf51	339263
MSL1	339287
LINC00667	339290
ADAMTSL5	339366
FLG-AS1	339400
C1orf174	339448
TMEM52	339456
C1orf222	339457
ERVMER61-1	339476
MTMR9LP	339483
LINC00634	339674
FAM201B	339742
SPOPL	339745
MLK7-AS1	339751
MROH2A	339766
ESPNL	339768
C2orf70	339778
LINC00299	339789
CCDC36	339834
LINC00880	339894
GADL1	339896
LPP-AS2	339929
